year,venue,paper_id,review_id,segment_id,segment_type,segment_hash,paper_decision,review_score,review_confidence,raw_open_code,canonical_code,canonical_code_id,split,source_available_from,code_model,moderator_model
2023,ICLR.cc,P8DHF1Y_dph,ICLR.cc/2023/Conference/Paper2245/Reviewer_RMrn,seg_dc70791a09b8456c,full_review,7b37981ee5604caa86d8da8f3ef3bbeeb130cf95700016cc573b9186a63061d7,Reject,8.0,,Innovative methods and positive empirical results,Innovative method with strong empirical results,CC012594,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,ZDGKPbF0VQ,ICLR.cc/2024/Conference/Submission8769/Reviewer_u5W8,seg_d8164267e096f6de,strength,20f154818cdeb9f417b09d3bb8e4f3143469e0d4c35e4232a8d810ef97019e81,Accept (poster),5.0,,Clarity and practicality of method,Method clarity and improvement,CC031139,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,IQZuCuFeAM,ICLR.cc/2024/Conference/Submission9040/Reviewer_mEiz,seg_e115edc4fa3e054c,strength,d4aad85dd67464ad3365de30adb230826cd2e3255ce9b0dd5ed7d39f726b3926,Reject,6.0,,intuitive method and clear writing,Clear writing and intuitive method,CC002571,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,tfyHbvFZ0K,ICLR.cc/2025/Conference/Submission5438/Reviewer_1CWJ,seg_fb17474e121b5559,weakness,c115e5257d2ec2004dd2584c21d4a4f7025fe18e4ffbfbde447437bde76f8b1a,Accept (Spotlight),8.0,,thresholding-sensitivity,Threshold sensitivity,CC026258,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,v0FzmPCd1e,ICLR.cc/2025/Conference/Submission2232/Reviewer_L9tT,seg_d47674382b3a50f9,weakness,34d7a36c3130768053225cdaa85ecf459a145736629194007f677d7072de5020,Accept (Poster),8.0,,Dataset diversity,Limited dataset diversity,CC017795,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,FWl6TFsE7Cp,ICLR.cc/2023/Conference/Paper914/Reviewer_cnQu,seg_3786e77bd6baa20c,full_review,22abd3b5d1fb66766e9f3093831163c73e8b6016f68b8eea95f1f1669b26f043,Reject,5.0,,Clear writing and diverse experiments,Clear writing and strong experimental results,CC002764,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,zuuhtmK1Ub,ICLR.cc/2025/Conference/Submission10796/Reviewer_1yfg,seg_dc58353b7a8fecc8,weakness,e5db266698fd915eaf72c311f9c4550f66f52f8c0dc4e7f0f61524618f7c2a14,Reject,1.0,,Limited-novelty,Limited novelty,CC018071,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,RvUVMjfp8i,ICLR.cc/2024/Conference/Submission8731/Reviewer_ynTZ,seg_a16f9fe9eead1a88,weakness,24f701c5d84ba378abb17813233d82506723e0cf246eba2a4a6fc9165f898564,Accept (spotlight),8.0,,Limited dataset evaluation scope,Limited evaluation scope and dataset,CC017882,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,xlxDTVAbNM,ICLR.cc/2025/Conference/Submission12767/Reviewer_yRQX,seg_30ac841a765cdb32,weakness,ece04e3c381df3ecc36a562c8b47d7ca5538ef50d5e7316ff40684b3bb2bae28,Reject,3.0,,Limited understanding,Limited understanding,CC018379,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,sSaN4gxuEf,ICLR.cc/2024/Conference/Submission6230/Reviewer_PHNg,seg_60c7937ded5379dd,weakness,46532f9cf8597e505d739e12404a6ee5cb4782ddc1088ebef1161ffee37f3d34,Accept (poster),5.0,,Lack of clarity and coherence,Lack of clarity and coherence,CC016216,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,Rn8u4MYgeNJ,ICLR.cc/2023/Conference/Paper6179/Reviewer_venE,seg_07bbcec41a94643d,full_review,e1176d1bc9e9e43bb4944792f353ebdb40e812c146a4155c56188fd09ab181a8,Reject,5.0,,Clear writing and structure,Clear writing and structure,CC002817,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,aTFPO9FHL3,ICLR.cc/2024/Conference/Submission4066/Reviewer_787D,seg_b5cfa93c13a66378,strength,e765acd1113e2878c0099c080d712ea1d29b3f464188128bcc6dcba14361b580,Reject,3.0,,Innovative Transformer model with superior performance,Innovative Transformer model with superior performance,CC009889,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,TdhkAcXkRi,ICLR.cc/2024/Conference/Submission1089/Reviewer_XBW2,seg_23062bf85d3e389f,weakness,6abf6452fcbba319e9b7a0fe3e26346b0562612c765378b5b3494d489cf7d97f,Accept (poster),5.0,,Lack of novelty in algorithm design,Lack of novelty in algorithm design,CC017111,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,UEtNMTl6yN,ICLR.cc/2021/Conference/Paper1388/AnonReviewer1,seg_6c802cd4d0438f57,full_review,cb2fe8430c3dea3714ba53fea8d4e6f0d8162c4d9a537a42d9805c68e0fd2895,Reject,4.0,,Innovative graph pooling methods proposed,Innovative graph pooling methods proposed,CC011958,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,POWv6hDd9XH,ICLR.cc/2021/Conference/Paper1/AnonReviewer1,seg_143da5555255e6bb,full_review,45eb1fb938fc277195edc3583a25e4fbd21d31207316c800066b70b1fb9da0ef,Accept (Poster),8.0,,Effective block-wise quantization with strong experimental validation,Effective block-wise quantization with strong experimental validation,CC004939,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,HyxPIyrFvH,ICLR.cc/2020/Conference/Paper1733/AnonReviewer1,seg_9f66de8520aa2060,full_review,b59e83f61df33d93b7c2f6ac828a126891bdd8949c94b29dd235ce8ba2c8138f,Reject,3.0,,Extensive experimental study on robustness,Robustness and comprehensive experiments,CC023556,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,LXVswInHOo,ICLR.cc/2024/Conference/Submission8024/Reviewer_Gjsg,seg_da7aa4d2c94316a7,strength,6cffbe522a19135e91ec4dc1cf665e448746239f69ee5e4fc83bd56ae92fdf62,Accept (spotlight),8.0,,"Clear motivation, strong empirical results, and reproducibility",Clear motivation and strong empirical results,CC001812,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,kXwdjtmMbUr,ICLR.cc/2021/Conference/Paper1167/AnonReviewer3,seg_6c30787651b634b3,full_review,0178852800120e2bf5db3126ee853e9950b265d9a6e5b7bce8729e1ec23f3916,Reject,8.0,,Comprehensive evaluation of OOD detection methods,Novel OOD detection criterion,CC019632,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,LhObGCkxj4,ICLR.cc/2022/Conference/Paper1142/Reviewer_mfHX,seg_3ba126b3eb72538e,full_review,889f098eb35174b0e0e7dfb15fc3d04212025f83c697626614b91b94e245925f,Reject,6.0,,clear presentation and novel approach,Novel approach and clear presentation,CC019868,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,39cPKijBed,ICLR.cc/2024/Conference/Submission5163/Reviewer_EYEW,seg_14198615791583c0,strength,61733ad60c555999f0098aa4480a5e2a274ded8c147f2d739be42b4adecadfa1,Accept (poster),5.0,,Innovative denoising method with strong empirical results,Innovative denoising approach with promising results,CC011359,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,IsCg7qoy8i9,ICLR.cc/2023/Conference/Paper5562/Reviewer_UVoT,seg_68d8c1b3cc2efc3a,full_review,f00212ffec1ed0ed907649b14dfb5395c5dc4f72575dcd6743395e6746fafef8,Reject,6.0,,Relevant benchmark and detailed evaluations,Comprehensive benchmark,CC028607,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,vYO7owSSHZ,ICLR.cc/2025/Conference/Submission301/Reviewer_Fowy,seg_58ecdfd74ff4bf29,weakness,c4e3f7c78bc2e6bb97f67a27e6584d4b777326b0bfe43483ed2ca4fd4f6e7a77,Reject,3.0,,Limited applicability,Limited applicability,CC017643,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,25OSRH9H0Gi,ICLR.cc/2021/Conference/Paper3550/AnonReviewer2,seg_f28f9a645f8df095,full_review,a7fe9d16470bbf3e910090a3c2e1f1c638d754214287b020d194676c30ea6163,Reject,4.0,,Improvement of regularization in meta-learning,Improvement of regularization in meta-learning,CC009038,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,JFtHy-Ve7e,ICLR.cc/2023/Conference/Paper4509/Reviewer_jK7q,seg_b13a503eaf025ac7,full_review,2f1775993f2c74e5e8f4f87d7aa22216d8b0fa224f786b2d99688ec2954354e0,Reject,6.0,,clear motivation and accessible presentation,Clear motivation and accessible presentation,CC001694,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,pzZjyYee6L,ICLR.cc/2024/Conference/Submission6365/Reviewer_AmF6,seg_26b8125e417acbca,weakness,3034361031ce6432b902e3e0fda2998746cb201b4ec1b52ffcf79d68b3a90b10,Reject,1.0,,Limited novelty and clarity in presentation,Limited novelty and unclear presentation,CC018138,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,KIS8jqLp4fQ,ICLR.cc/2021/Conference/Paper2054/AnonReviewer4,seg_29c88f17fc633161,full_review,29da08dbb64b062df7363a965f0ebfb3fbaedc1a254f9eebc2d92f06b219160c,Reject,6.0,,Novel analysis of dynamic privacy schedules in gradient descent,Novel analysis of dynamic privacy schedules in gradient descent,CC019768,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,iTTZFKrlGV,ICLR.cc/2024/Conference/Submission5543/Reviewer_vJxQ,seg_a1036b25c9ff998d,weakness,a81505025abfc0517876c2c6cd8db5a34dcc236e7a9a26ca1db40d80f791cb71,Accept (spotlight),8.0,,Lack of empirical validation and clarity,Lack of clarity and empirical validation,CC016267,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,TXvaWOBuAC,ICLR.cc/2024/Conference/Submission2734/Reviewer_kKNE,seg_5c8dcbc98b64c73f,weakness,a342a72d08377ebe259de438dd6838625d0c752b222756b6a2a385356f0b8a2e,Reject,5.0,,Language clarity and notation issues,Poor notation clarity,CC022143,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,s4yXbEfZV5,ICLR.cc/2025/Conference/Submission2366/Reviewer_zMrU,seg_630e531e4b3518c2,weakness,b2f81eb21c5492d2fb45b508428ea51df1c3820dbfef525a60cdb4bd366a0bd9,Reject,3.0,,Outdated benchmarks,Outdated benchmarks,CC021928,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,r1e74a4twH,ICLR.cc/2020/Conference/Paper479/AnonReviewer2,seg_31446394cc00a32c,full_review,6eedca125542cc975e48e1c67059e43ad2bc9edb1e21d3c7acdbe46ceb2fb7ee,Reject,3.0,,Effective method for disentangled representations,Effective method for disentangled representations,CC005496,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,39HaKNXpsu,ICLR.cc/2024/Conference/Submission5904/Reviewer_fcte,seg_ee3355b1680dd809,weakness,a2038ff188fcf6713341d2af3330a1d486961583ab4377126714144a5a58908b,Reject,6.0,,Insufficient limitation discussion and lack of ablation studies,Insufficient ablation studies,CC014669,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,siCt4xZn5Ve,ICLR.cc/2022/Conference/Paper2250/Reviewer_6sCC,seg_f644e141cdfc6c45,full_review,df979ba03c6d69928276e334053ab56e6aa8389670634aed4faefba5d2285acc,Accept (Spotlight),8.0,,Strong results on SGD behavior and label noise,Effective analysis of SGD under label noise,CC004792,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,LXVswInHOo,ICLR.cc/2024/Conference/Submission8024/Reviewer_MeqG,seg_878261946ceef995,weakness,f109950ccf7dec6d3fd8f16d470a69c84e55fbb0e785e7d84dd7a3f0451a29c2,Accept (spotlight),6.0,,Insufficient evidence and analysis,Insufficient evidence and analysis,CC014778,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,dKlxDx2SoS,ICLR.cc/2024/Conference/Submission4459/Reviewer_Rjda,seg_23c76c76c1363525,strength,d5afabf07c585d283f6d64966a9970f09a3a6f10a597742d9702e3d830cee227,Accept (poster),8.0,,Strong benchmark performance,Strong benchmark performance,CC024597,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,t851DsVVtA,ICLR.cc/2023/Conference/Paper3922/Reviewer_kPWv,seg_9b053b7476f3609d,full_review,6b9ae715d2963899c1763d7d07dcf7c5e54d46ec11c695f55ebf4dd0eb79bb35,Reject,5.0,,comprehensive theoretical analysis,Comprehensive theoretical analysis,CC003419,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,v0FzmPCd1e,ICLR.cc/2025/Conference/Submission2232/Reviewer_T9JB,seg_4cf038965a8e9e0b,strength,5aa424eb85ac4627cae069dffc1132b5cfa45b04eb26daa8f13059fe493aa51e,Accept (Poster),5.0,,innovative method,Innovative method,CC012446,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,w6YS9A78fq,ICLR.cc/2025/Conference/Submission824/Reviewer_4gwr,seg_c0e5b108d00fee45,strength,6cbf7e63fe067f54c7488df03dfd9cc9286fd6aa513355c3ea6e2cdeaae37cba,Accept (Poster),6.0,,novel-algorithm,Novel algorithm,CC031703,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,cRxYWKiTan,ICLR.cc/2023/Conference/Paper2381/Reviewer_S7Qy,seg_22be160415ebc576,full_review,88488670f35364dbb3e71048b062cdaeb7dfa42aec9e31fa571a9c78bbeae077,Accept: poster,6.0,,Innovative approach to continual federated learning,Innovative federated continual learning framework,CC011691,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,lwVwTjNwNl,ICLR.cc/2023/Conference/Paper5448/Reviewer_99hj,seg_21e604fd8f8ed9c8,full_review,6127e8b0bfa88144c612860dfa333882057e2f40607c12137ed1a38640dd4cc7,Reject,3.0,,Innovative algorithms with strong sample complexity,Innovative algorithms with strong sample complexity,CC010084,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,tAcEidZ1Y2,ICLR.cc/2024/Conference/Submission7561/Reviewer_n9iq,seg_b41b6e438c5a507e,weakness,6e8e28128d460d3e96cb5beb67657473c3372b19f673a9189bf991cb80f1e113,Reject,3.0,,Lack of clarity and rigor in writing and methodology,Lack of clarity in writing and methodology,CC016552,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,K47zHehHcRc,ICLR.cc/2022/Conference/Paper1032/Reviewer_6BaE,seg_b7de51b1b83833d5,full_review,3b6642f8cd0d1c3a71f82db65f765b283cce9dbaffa0e2138ac860431c13a35d,Reject,5.0,,Lack of clarity and strong assumptions,Assumptions and clarity issues in methodology,CC000710,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,7MjfPd-Irao,ICLR.cc/2021/Conference/Paper2710/AnonReviewer3,seg_f8662a221f8bc933,full_review,b233f2667b2342b26c90f4dff1fca870f0f11ba40687a1e6d109b40250edcd0e,Reject,4.0,,Innovative method for exploration in sparse reward environments,Innovative exploration strategy for sparse rewards,CC011618,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,tlH4vDii0E,ICLR.cc/2025/Conference/Submission14004/Reviewer_AqXT,seg_e4945be02cf08b7c,weakness,3193dbef00736b8fded9f9eb85a9c6d6628cc58d2697471a446b7f2dc432008c,Reject,6.0,,typographical-errors,Typographical errors,CC026453,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,6HlaJSlQFEj,ICLR.cc/2021/Conference/Paper2999/AnonReviewer1,seg_ebb4e8959ed56b0b,full_review,c7ea695741293344089513bf99350faeecab622cafeec13c88af9a6f42d9ebeb,Reject,4.0,,Proposes novel defense against adversarial examples,Proposed defense against adversarial examples,CC022675,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,M3QXCOTTk4,ICLR.cc/2024/Conference/Submission5475/Reviewer_ZXyY,seg_8b0fb222fbdadc30,weakness,7f648c64f30a90caa1d78d956a6a3a20be525ba68d7369acefcae62c4a254b28,Accept (poster),8.0,,No significant weaknesses identified,No identified weaknesses,CC019480,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,K2spEiswXVf,ICLR.cc/2023/Conference/Paper5086/Reviewer_YYiE,seg_359bb84f227e9295,full_review,894078958a87517546a3e69023472a535122288dc8a4d6eed23b2ed756606a1e,Reject,3.0,,Strong empirical performance,Strong empirical performance,CC024664,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,r0xte-t40I,ICLR.cc/2023/Conference/Paper1867/Reviewer_5Yxd,seg_a4e6c4f2f4a3dd44,full_review,91f6745eeda939b0019c8baeff0f8782ab3a63f598af62f3afbe561848cd1819,Accept: poster,6.0,,Clear problem definition and strong performance in experiments,Clear problem definition and convincing experiments,CC002117,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,U7LLhh3VFxH,ICLR.cc/2023/Conference/Paper2534/Reviewer_ST3E,seg_79504e269dab75b8,full_review,cb3d3da3b8fc5160e15a902ea313aeecb3eb30c444c7bdcf922936c08d9b8833,Reject,5.0,,Effective data augmentation approach,Effective data augmentation approach,CC005026,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,0cmMMy8J5q,ICLR.cc/2021/Conference/Paper1886/AnonReviewer3,seg_dafbe5a3fac90149,full_review,70333b120ce84830a980a8f7b61e6fd9457a55e875d3d14341c8cb95eae14e90,Accept (Poster),7.0,,Innovative zero-cost proxies for NAS,Innovative zero-cost proxies for NAS,CC014461,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,ufi0WPTgWp,ICLR.cc/2025/Conference/Submission3578/Reviewer_MeEe,seg_2d31eab61cfe0041,strength,2312b286b792fb7f1e29db06b0379fe7b1e682737e76db984982a145d6b4a0d4,Reject,3.0,,competitive performance,Competitive performance,CC028549,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,yBIJRIYTqa,ICLR.cc/2024/Conference/Submission5178/Reviewer_fWPt,seg_44b8453a8ddca356,strength,992d624b241e542c401294880c11142122a1eefdd7c85e574f0aa2f05c78352f,Accept (poster),6.0,,Novel algorithmic design and theoretical contributions,Novel algorithm with potential applications,CC019741,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,AF9Q8Vip84,ICLR.cc/2024/Conference/Submission338/Reviewer_usJL,seg_3a315525aacd1753,weakness,ed2b99c8b886d5441841363f033cae039798e3f05b0de5b06a82997cd0480978,Accept (poster),6.0,,Lack of comparative analysis and limited technical contribution,Lack of comparative analysis and limited technical contribution,CC016660,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,H1livgrFvr,ICLR.cc/2020/Conference/Paper2374/AnonReviewer2,seg_758add6c0d54e7c0,full_review,6772e53a058f9156a46b2b620fa064bf41eb2292d29b98c6bd1b2f6102487945,Reject,6.0,,novel framework for out-of-distribution detection,Novel framework for out-of-distribution detection,CC032009,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,W0VPud1QV69,ICLR.cc/2023/Conference/Paper3046/Reviewer_FMbA,seg_0967760b3f9ab1a1,full_review,2546888b78ac4afd6bfcbdfb1065ce6a5e4645d32d6bea2983c7d2cb01965c6c,Reject,5.0,,Improved performance on benchmarks,Strong benchmark performance,CC024597,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,ueTdErd5Ib,ICLR.cc/2024/Conference/Submission8275/Reviewer_XXVR,seg_f6c085fadc80a846,strength,450c5e0ab881873c081ae6f16bc7a82149ef459431bc80d6cbe901f0db87c0bd,Accept (poster),3.0,,Innovative framework for optimization,Innovative framework for optimization,CC011827,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,Te5v4EcFGL,ICLR.cc/2024/Conference/Submission6609/Reviewer_u92x,seg_10f2d2b251d448e4,weakness,bf6db2a82a66bbf74af0ec94a5c4ed0802dc6c86fd84e10c6314b87065f60c33,Reject,5.0,,Limited novelty and incremental contribution,Incremental contribution and lack of novelty,CC009326,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,BklWt24tvH,ICLR.cc/2020/Conference/Paper68/AnonReviewer3,seg_b9a624db2e7e6f8a,full_review,7c13a122ab0a2eb86be7d2e73d75b3d76dd0a5831cbc3362b656bdbb59769489,Reject,3.0,,promising method for multi-agent reinforcement learning,Innovative multi-agent reinforcement learning approach,CC012802,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
